Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Carbon Emissions (Million Tons)
UK,2002,7807.29,12359.59,34.86,35.32,2717.36
China,2009,7724.11,25903.08,68.81,17.57,3607.21
China,2016,2340.2,37667.72,41.12865405658903,58.87134594341097,906.01
Australia,2010,9756.44,22638.42,53.22540781018289,46.77459218981711,1018.86
Japan,2007,9952.3,31877.62,24.37,40.93,288.93
USA,2000,848.4,22899.97,75.84587367008531,24.154126329914693,4929.68
Japan,2012,9370.82,30714.17,28.617870160575315,71.38212983942469,4384.08
Japan,2020,2965.55,41201.98,25.87,59.59,2787.14
Japan,2003,6923.91,9433.6,47.36,10.58,2179.85
Brazil,2006,3447.3,34921.24,11.05,17.54,1225.33
Japan,2013,9680.77,39477.57,32.3375397029788,67.6624602970212,2995.16
Germany,2004,1104.89,22632.01,35.23,12.67,3468.03
China,2023,5027.69,16500.06,18.61,29.78,3461.45
Australia,2010,4337.67,1170.44,61.765170670037925,38.23482932996208,81.86
Germany,2016,3327.63,39956.7,37.8,22.9,3525.09
Australia,2004,6490.79,16732.96,77.1229293809939,22.877070619006105,4338.55
India,2019,1397.45,18186.82,70.12651691195457,29.87348308804544,618.84
Australia,2002,7194.96,17132.31,21.56,28.87,3789.12
China,2004,9807.86,25187.6,41.990014890076196,58.009985109923804,4125.03
China,2014,8065.13,35273.73,55.500642482949495,44.49935751705051,1417.04
Japan,2018,8614.17,38707.22,71.66458553453079,28.335414465469217,3574.93
Canada,2015,3660.4,19932.25,71.55080213903743,28.449197860962567,528.94
India,2007,3316.38,33323.55,58.04,12.79,3263.6
USA,2012,5218.78,36173.87,7.99,13.46,2576.13
Russia,2015,552.69,15197.41,43.24604370761115,56.75395629238885,4256.77
Australia,2002,9459.05,5282.76,80.21,17.9,2287.24
Canada,2000,1523.47,44785.95,60.269700027520415,39.73029997247959,2169.07
Japan,2008,9039.83,34017.24,53.37659703914013,46.62340296085986,4672.23
Brazil,2008,927.46,32581.47,62.3,35.79,4674.62
USA,2021,8243.99,3415.67,8.74,34.2,226.77
UK,2016,1604.43,40984.72,55.10448891975504,44.89551108024496,2453.55
Canada,2023,477.5,28519.68,54.066549456274,45.93345054372599,846.74
Brazil,2001,7222.95,42470.28,15.76,71.61,1404.85
India,2008,2874.63,48740.78,14.58,50.03,3347.39
Japan,2023,7173.51,47876.47,39.86507687480389,60.1349231251961,689.97
USA,2018,5595.34,42876.42,50.73895229733684,49.26104770266315,105.79
USA,2012,1177.19,1041.9,37.48,39.09,3649.26
USA,2004,9328.09,44343.5,16.59,54.07,3224.65
India,2008,4577.91,4215.58,48.4,18.53,4518.19
Australia,2012,7371.03,42634.1,33.69,48.59,2734.44
UK,2000,5060.1,14368.62,34.9,28.42,4729.39
India,2024,6083.18,30698.38,59.82,29.85,3066.1
Russia,2014,3097.46,2384.38,80.28,18.8,1966.39
UK,2003,2083.57,38673.49,52.48,35.07,3061.9
China,2003,5471.45,6029.45,59.21605226318245,40.783947736817545,3758.44
Japan,2019,4458.17,20829.06,54.01343705799151,45.98656294200848,1770.33
India,2009,3962.12,40963.58,51.85,31.34,1894.0
Brazil,2024,6758.42,34919.78,31.41,65.46,3168.19
UK,2005,6936.02,799.11,37.11,46.47,2305.18
Russia,2023,554.61,20450.1,31.83,54.66,2658.52
China,2011,3453.57,2575.41,73.79512715632225,26.20487284367775,4911.3
Australia,2019,4176.47,33838.24,52.90685413005273,47.09314586994727,266.69
Brazil,2015,1059.23,48462.95,50.25013896609227,49.749861033907735,3257.11
UK,2002,2435.42,32935.43,53.98299542184435,46.01700457815566,4618.28
Japan,2013,611.25,11606.44,79.12152846168998,20.878471538310023,1219.25
Brazil,2000,9962.8,18084.04,69.5850622406639,30.41493775933609,1099.54
China,2009,7391.92,48844.2,23.85,17.91,1846.84
Brazil,2014,965.76,11590.59,65.99,25.09,416.69
Germany,2006,300.47,28295.69,56.78,37.62,2823.41
Canada,2003,7220.95,20322.46,48.12857142857143,51.87142857142857,3245.02
Australia,2013,4448.0,38531.61,27.39,48.99,4108.44
China,2023,7889.29,43435.77,64.06,33.13,377.57
Brazil,2015,9242.41,17371.45,39.01292596944771,60.98707403055229,2209.12
Canada,2013,6033.07,33189.62,75.9,11.38,3931.82
Canada,2002,1952.37,27677.86,66.90932546995946,33.090674530040545,3853.09
Brazil,2016,7843.72,14283.0,22.97,52.06,414.52
Japan,2020,9562.54,13961.07,20.63,50.83,106.41
Germany,2013,5844.29,27162.27,55.68584444069512,44.31415555930487,3927.47
India,2017,6851.77,8123.14,51.79,24.81,732.99
Germany,2002,3441.0,40635.09,52.36,33.6,2910.06
Brazil,2021,3877.12,3915.74,47.8324200596518,52.1675799403482,516.52
Australia,2018,7373.08,5181.44,49.836381135707406,50.16361886429258,1512.78
India,2002,9284.93,17440.2,25.31,31.84,832.28
China,2011,6326.99,6345.54,48.649152226569775,51.35084777343022,3695.15
Germany,2021,7919.49,24047.15,73.72740595994138,26.27259404005862,3379.99
Brazil,2004,1799.19,20283.96,68.8668579876511,31.13314201234889,719.76
Germany,2009,2198.39,36229.58,29.43,65.46,343.69
India,2008,5367.14,47673.71,13.85,45.08,2358.36
Russia,2000,1847.89,37801.15,24.79,69.47,1017.96
UK,2012,6386.45,9382.71,61.24982063423734,38.75017936576266,90.3
Germany,2002,2987.37,46808.3,44.31,54.02,1358.15
China,2018,7936.17,19910.6,40.58,12.37,1115.46
China,2010,8100.29,23972.37,6.11,62.48,3440.55
USA,2015,4691.5,21368.02,9.34,78.45,4311.27
Germany,2005,1890.03,14387.08,58.92329680800381,41.07670319199619,1226.31
UK,2023,6503.07,44804.69,55.14,21.1,1154.09
Japan,2002,9928.59,16945.82,40.75277756783312,59.24722243216688,1969.44
Canada,2018,6263.65,29140.53,14.38,30.31,904.16
UK,2005,454.17,12381.66,34.93,38.64,4736.73
Canada,2007,271.21,39970.08,74.05,15.42,1255.46
Canada,2021,3271.58,38822.83,19.87,17.76,511.98
Russia,2012,2038.26,15167.45,76.08137655670691,23.91862344329309,2806.6
USA,2011,8149.21,34236.93,15.33,48.39,2711.22
UK,2009,8463.58,35341.74,19.38,49.05,3177.98
UK,2002,2660.33,28344.32,45.61,52.44,4835.18
Russia,2003,3323.88,30229.62,62.65599765085889,37.34400234914109,1651.26
Germany,2000,2438.84,28935.5,33.01,44.67,1829.88
Germany,2012,9092.99,4552.29,47.9543666404406,52.0456333595594,1718.35
Germany,2023,5076.23,33678.13,42.20535235027988,57.79464764972012,3161.72
Australia,2003,6595.76,23753.86,17.72,28.88,3040.14
Canada,2021,4213.27,22203.64,26.09,19.11,2667.59
Australia,2010,6347.04,43069.96,67.88887094168955,32.11112905831045,1853.41
USA,2018,3919.97,1649.72,20.71,11.85,2166.87
Russia,2010,3462.82,12940.09,47.1488485026856,52.8511514973144,3972.91
UK,2011,6381.35,6509.47,76.46335032518896,23.53664967481104,3065.77
Canada,2010,5951.51,2249.38,15.16,48.45,3595.72
Australia,2005,3005.93,14146.01,38.93,18.06,1419.81
Australia,2011,1578.55,49429.58,24.03,48.73,4561.89
Brazil,2008,3748.91,13876.34,23.83,12.73,224.06
Australia,2024,4210.46,33353.44,15.11,63.82,2998.7
Japan,2009,6323.97,6355.8,43.92005252024217,56.07994747975782,4071.13
UK,2002,9153.83,30291.46,68.44,31.49,4338.11
Japan,2002,458.23,49231.83,62.53,28.08,1631.78
UK,2019,2512.24,14945.96,66.90140845070422,33.098591549295776,2325.77
Russia,2022,2017.79,42479.74,17.38,53.4,222.7
UK,2015,5072.71,49879.78,32.19,23.23,3959.34
Japan,2002,4354.04,29633.43,34.11261440509351,65.88738559490649,666.63
UK,2009,7317.47,15815.35,24.73,23.9,2169.0
Russia,2023,2499.92,33839.8,17.09,10.38,4954.5
Russia,2010,5985.53,42319.99,46.37,46.7,4592.8
USA,2007,8850.19,8981.84,75.93,18.06,1683.62
UK,2005,9115.71,22899.53,59.39870362708592,40.60129637291408,1158.21
Brazil,2019,9591.97,16299.79,15.99,21.72,1295.88
Germany,2010,7755.29,14526.27,52.72522680919896,47.27477319080104,3439.69
China,2020,9069.28,43110.65,63.62480935434672,36.37519064565328,3642.7
Russia,2011,2421.86,21371.87,38.06,49.64,1121.64
India,2015,2056.05,17284.28,14.35,23.06,1237.95
Germany,2017,164.23,30373.77,81.47505026503381,18.524949734966185,1650.78
Canada,2012,7097.76,11360.38,52.84545770971111,47.154542290288894,2194.23
UK,2021,9380.93,11879.73,76.04193520666838,23.958064793331616,4591.48
Japan,2002,1950.66,26254.29,46.11,37.01,181.21
China,2014,6405.74,20759.0,38.59,43.56,3209.08
India,2021,7489.95,15101.63,26.01,26.07,4315.4
Germany,2020,9283.38,3170.58,57.4280528908478,42.5719471091522,3630.65
UK,2013,6503.92,26278.32,25.93606413139114,74.06393586860885,1122.87
USA,2017,9705.91,40922.16,7.02,40.23,2409.9
Canada,2013,3512.26,42643.17,39.547194396937854,60.45280560306215,4555.89
China,2004,3564.29,12154.28,34.040793825799334,65.95920617420067,622.8
Brazil,2020,5475.82,30182.24,27.22,21.62,4938.18
USA,2013,3896.67,42866.12,58.94,22.14,760.94
India,2024,114.11,20731.93,35.96,43.42,754.97
China,2007,7344.54,46640.77,39.19,46.81,4073.65
USA,2022,7542.0,45197.44,6.96,33.88,4150.32
Canada,2014,7495.05,10802.63,55.07,31.9,237.7
Brazil,2014,3515.7,13318.76,15.38,40.2,883.11
USA,2018,5270.67,9431.88,23.17,58.33,4745.21
Australia,2019,3663.74,10204.69,65.96,15.91,1432.76
Brazil,2005,258.76,45439.17,31.63,59.74,110.59
India,2018,5668.24,46591.33,18.87,74.84,1307.51
Canada,2024,1325.23,3068.91,46.01378371479622,53.98621628520378,3690.39
UK,2007,892.41,29883.37,23.27,23.42,4586.44
Japan,2005,7579.44,28429.46,28.03,16.12,818.03
Japan,2019,194.11,19832.11,56.59878598002741,43.401214019972585,1160.85
Japan,2022,9594.18,31769.03,46.87241093620547,53.12758906379453,2235.58
China,2014,5201.03,47394.71,50.19970414201184,49.80029585798816,3754.1
India,2002,9831.86,8927.62,45.99,49.39,3310.55
Canada,2009,674.18,6460.34,43.62,20.01,1671.29
Brazil,2014,5876.94,2152.83,54.54063068526379,45.4593693147362,378.44
China,2023,3558.34,18509.75,21.41,66.91,1302.16
India,2015,8450.48,17212.61,17.94,75.45,1136.84
UK,2016,3676.11,21825.57,53.78224748578925,46.21775251421076,154.22
Australia,2018,2678.83,25413.85,39.81,46.01,4876.45
Canada,2010,8589.78,38012.29,55.0593984328924,44.9406015671076,1314.09
Japan,2015,3809.07,19909.61,26.069622714896923,73.93037728510306,4190.85
USA,2004,266.65,16865.35,32.61,53.97,2450.06
Canada,2004,3963.86,41430.5,74.34324942791763,25.65675057208238,4862.84
Russia,2013,6579.77,42564.94,40.84,54.53,790.29
India,2017,2618.16,12021.92,43.55334752779749,56.44665247220251,597.83
Germany,2007,4376.68,16076.26,14.07,49.69,62.19
UK,2004,661.48,41343.26,20.2,45.19,3606.31
Australia,2006,5922.12,4430.71,8.05,61.34,1566.56
UK,2015,7587.32,16629.42,41.07,56.27,4358.26
Canada,2022,4191.79,22693.33,86.4408424730661,13.559157526933904,3187.33
Germany,2013,4260.3,9760.04,56.608354159228846,43.391645840771154,2908.29
Russia,2004,974.0,9405.75,58.8,38.53,2460.11
Brazil,2023,2099.21,21530.67,50.75624797143784,49.24375202856215,1327.96
USA,2008,1631.29,37848.83,41.58549378090814,58.414506219091855,370.21
Germany,2003,4868.71,42091.53,36.35,41.41,2245.66
India,2003,5339.63,48972.14,19.75,77.82,540.64
Japan,2015,9494.51,4162.21,60.51,31.76,4533.37
Russia,2023,824.99,11225.77,21.41,57.79,4155.18
USA,2016,6038.69,37953.18,40.48,15.25,3117.82
Australia,2014,5312.34,27259.64,75.19,20.15,2289.58
Japan,2003,5210.71,16720.15,15.98,70.52,2298.27
Canada,2005,8744.28,10676.69,15.97,72.56,2349.35
Germany,2015,2134.83,14383.64,24.07,47.28,3740.04
USA,2003,503.66,21749.8,51.91,33.78,674.72
China,2005,6755.49,9268.99,26.4,41.57,2679.91
Brazil,2004,3517.06,48229.18,40.26466621712744,59.73533378287256,4072.7
Brazil,2015,274.14,5825.63,30.67,24.77,2575.12
Russia,2024,2588.6,49286.08,48.03,30.64,118.02
Australia,2015,3162.34,42173.72,28.6,64.98,1261.22
Russia,2009,6206.7,21446.01,53.91707883006656,46.08292116993345,3359.49
China,2008,1808.6,37120.91,46.88,16.5,4674.29
India,2003,4189.24,33740.0,50.725068788577374,49.27493121142263,4474.05
Australia,2013,4876.51,11057.7,53.9264828738513,46.07351712614871,4122.39
UK,2003,4646.45,17283.97,46.7,26.15,4753.31
India,2011,9742.01,25899.57,25.3,62.91,1435.59
Australia,2023,550.49,32073.29,44.26664228237015,55.73335771762985,111.37
Australia,2009,9514.59,27373.3,62.88,19.94,1804.15
China,2003,5861.18,23912.88,44.09,45.16,2906.2
Canada,2017,7977.7,22436.04,11.96,63.08,1616.51
China,2012,4360.89,25164.09,6.53,23.41,268.81
Australia,2012,4593.0,22000.4,32.87,42.39,2560.58
USA,2013,8805.33,27295.84,17.77,18.45,1038.5
India,2017,8969.75,44455.27,72.26676063782926,27.73323936217073,3651.48
China,2000,2463.02,31825.05,19.95,25.26,491.55
Canada,2020,2072.49,36269.73,38.51,45.35,4792.72
Germany,2015,5012.73,30075.42,65.53,19.89,4389.57
Russia,2014,9012.74,32329.38,66.86763250247458,33.13236749752542,4375.58
Australia,2021,3291.32,29128.32,45.61,29.26,3959.96
UK,2024,6554.94,1829.89,20.4,62.22,3186.27
Germany,2004,7110.7,49980.12,28.03,58.98,314.47
Brazil,2005,7808.88,2163.66,40.61,16.65,3329.01
Japan,2005,5682.85,20059.83,31.925840503858772,68.07415949614123,3747.29
Canada,2002,4084.31,5703.23,34.64,62.13,697.56
UK,2015,9673.46,5297.96,16.21,53.12,3097.99
Japan,2011,6152.17,39779.58,65.5429523280717,34.457047671928294,2420.39
Canada,2003,7312.8,21583.33,7.53,22.45,2388.59
USA,2000,3515.33,40156.37,35.410055119425415,64.58994488057458,1037.34
Russia,2003,6732.5,14002.93,88.33,10.55,3710.22
Germany,2000,2652.2,13194.91,51.091593475533244,48.908406524466756,4629.37
India,2020,2526.46,12935.95,35.21,45.52,3949.63
Canada,2007,7175.75,30999.21,17.42,73.18,1876.71
India,2023,5261.81,40842.47,70.34309758860657,29.656902411393425,4921.68
Russia,2004,6864.44,22886.92,6.19,46.31,1852.64
Australia,2001,2767.44,19272.82,50.384368994234464,49.615631005765536,1210.4
Brazil,2011,6027.36,48692.19,79.81,13.33,4842.02
Germany,2021,4494.94,6279.32,7.14,13.81,3959.59
Russia,2016,6009.91,24588.32,66.64,24.82,3818.16
Russia,2006,2979.71,20720.14,81.61597821152974,18.384021788470267,433.29
USA,2010,7182.96,5357.27,59.37,10.45,1000.52
Japan,2003,8078.7,13775.92,40.25,53.61,141.66
Brazil,2004,2673.17,1907.84,54.68836183121897,45.31163816878102,3894.41
Germany,2005,3076.14,43909.24,40.36093253814576,59.63906746185423,1427.3
Australia,2010,6645.43,30588.55,62.7053669222344,37.2946330777656,704.51
Australia,2000,6986.29,40843.42,54.96,29.58,950.36
China,2024,7070.59,26316.95,8.25,70.47,3223.6
Russia,2009,6858.72,30175.74,23.12,69.11,2193.6
Canada,2019,3988.8,35192.3,11.69,53.74,4709.91
USA,2023,4009.05,45446.58,14.07,29.12,1861.16
Brazil,2020,2622.69,5041.72,6.31,73.6,4177.68
Australia,2010,1652.65,16881.95,40.8,22.49,2755.0
Germany,2023,6956.52,35596.8,20.19,13.06,3541.47
China,2016,1022.57,47938.35,54.17102237089693,45.82897762910307,884.87
Germany,2007,9384.14,49049.97,58.159208188816514,41.840791811183486,3757.47
USA,2012,8284.19,32086.1,53.72,27.25,473.99
Canada,2019,8589.31,10083.12,44.98213078334782,55.01786921665218,3471.05
China,2017,9076.02,6400.84,26.75,63.67,2354.31
China,2021,4145.19,47329.16,39.627915101755605,60.37208489824438,1181.2
Japan,2015,8482.34,21979.42,59.5,29.75,2427.92
Brazil,2001,1664.81,10143.39,71.49,11.79,4285.61
China,2004,314.25,46727.68,11.94,45.7,815.86
Japan,2017,7870.42,5673.95,48.257491675915645,51.74250832408436,889.65
Japan,2002,840.49,36613.77,68.13,24.55,2693.29
USA,2021,9886.39,31450.52,52.51,39.48,3145.01
India,2016,6780.48,4842.87,23.22,27.95,2129.99
Germany,2015,7559.15,17268.07,50.83,10.94,1368.64
Canada,2005,2533.46,7921.57,39.56727182292962,60.43272817707038,382.6
UK,2018,6771.27,30422.68,45.44,19.45,296.48
Germany,2006,527.88,24117.1,40.947876089779264,59.05212391022074,252.06
China,2017,8394.47,711.62,14.42,34.26,4511.35
Canada,2013,1779.28,48797.67,20.55,29.44,700.22
Australia,2005,7003.84,17804.44,13.27,75.87,1510.86
India,2007,2322.36,13281.12,25.61,56.0,4930.17
Australia,2014,777.69,11510.93,27.4,58.08,4641.0
Australia,2014,4866.79,8361.39,25.83,63.18,262.17
Brazil,2014,1775.93,49957.29,22.93,33.87,2778.75
Germany,2015,7321.5,15107.92,57.71565358638968,42.28434641361033,3185.82
UK,2000,2451.9,20572.92,72.05797101449275,27.94202898550725,317.86
USA,2010,3490.48,43632.12,32.4046631100573,67.5953368899427,3654.22
UK,2024,5717.65,32273.43,30.94,51.95,4939.96
Australia,2004,2921.19,18750.37,73.94488340720756,26.055116592792444,2175.43
China,2004,3842.08,44967.26,44.29432867720022,55.70567132279979,2274.62
India,2020,8174.66,37611.35,29.94,50.66,3313.77
Russia,2005,1874.18,11781.08,59.52316199800561,40.47683800199437,3695.88
UK,2001,913.8,32365.08,34.29,12.41,3959.37
Australia,2005,3350.74,46158.73,42.67600155581485,57.32399844418513,434.02
India,2013,4301.33,25074.81,53.82762151418419,46.17237848581581,4013.41
Canada,2010,5472.33,36813.81,30.64,49.38,4327.17
Germany,2003,3786.99,48569.64,67.23434876469177,32.765651235308226,273.87
Japan,2023,7920.13,34675.5,32.26,35.17,243.72
Brazil,2024,489.26,5570.72,50.92,28.76,2776.91
India,2008,4374.5,12605.7,44.1,50.22,2509.19
China,2023,3884.33,29957.27,71.57,18.97,4901.48
China,2002,6511.03,14140.01,10.19,74.34,1507.29
India,2015,9666.13,47898.31,58.31,22.32,2971.49
China,2010,5152.72,20564.93,52.83276450511946,47.16723549488054,2558.03
Germany,2003,9870.08,23132.91,45.13,31.48,2701.88
China,2000,3092.27,35229.3,13.95,25.82,3315.36
UK,2024,405.59,26450.36,25.81,49.05,2711.1
Japan,2020,1740.07,19416.23,49.68732684239689,50.31267315760311,84.38
China,2021,4011.74,4293.57,57.12776447386956,42.87223552613044,4226.37
Japan,2015,3231.71,30024.06,40.84,26.36,1045.71
Australia,2018,1060.84,43445.21,52.64,33.14,1194.22
USA,2015,4383.34,34445.24,24.41,70.82,3257.47
Germany,2010,3447.35,19384.0,39.773517433197576,60.22648256680243,2414.87
USA,2007,1313.93,6822.44,33.63,59.89,2893.68
Australia,2022,3031.56,40908.74,60.72,28.82,2512.62
Germany,2000,8875.72,47116.54,57.54508888023875,42.454911119761256,2118.42
India,2020,3090.28,19719.51,67.87218458157847,32.12781541842154,2442.35
India,2008,7168.16,36567.79,21.33,38.1,748.37
Japan,2011,6159.27,20832.79,54.1,30.13,4848.06
Australia,2021,4329.09,25362.21,10.64,18.5,2895.02
Japan,2007,2466.35,41905.58,25.99,39.43,1469.74
Brazil,2016,3753.25,4629.5,19.64,11.19,3578.56
China,2009,5961.86,26751.6,33.52,41.91,4406.53
Russia,2006,3572.46,11123.7,50.78979343863913,49.21020656136088,1517.51
Brazil,2018,2227.47,17320.39,38.05132317562149,61.94867682437851,1656.33
China,2024,1252.98,32399.23,84.3,15.5,2220.82
Germany,2005,8809.69,1847.81,23.08,29.69,1125.58
Japan,2020,4459.1,29894.34,35.96,44.59,4058.45
Germany,2023,6289.56,14530.39,33.04,21.93,2941.67
Germany,2023,4955.06,33639.48,25.06,18.18,332.37
China,2018,8738.41,7508.28,68.21788220933782,31.78211779066219,4983.69
Australia,2017,5514.66,36922.67,37.91,50.65,2896.11
China,2014,4859.74,32459.17,55.753199868723335,44.246800131276665,4455.18
Canada,2001,9253.55,48576.47,32.353439512029816,67.64656048797018,2533.01
India,2013,7224.93,45606.15,22.35,64.2,2933.13
India,2020,1204.34,14523.49,15.13,25.49,2299.65
Brazil,2009,1859.27,1852.17,55.482581382067394,44.51741861793261,2142.67
India,2015,7892.52,32940.74,7.73,47.6,1130.61
China,2006,8374.93,30342.93,67.6651365439975,32.334863456002495,4812.52
UK,2007,5497.39,1857.72,34.94183541576906,65.05816458423094,949.77
Japan,2009,5589.11,6572.54,26.03,59.15,2655.7
China,2014,6356.14,29442.73,49.895833333333336,50.10416666666667,481.13
China,2007,4447.25,45635.45,16.3,10.82,4967.22
Russia,2012,6833.97,45371.76,11.13,70.56,2800.6
Japan,2011,1173.96,7998.51,53.48853715664704,46.511462843352966,4082.19
Canada,2007,9616.66,19536.41,41.1,30.93,2836.5
India,2014,7526.53,2638.54,49.05,30.45,4034.68
Japan,2011,6348.62,23728.96,20.02,13.74,2695.33
India,2010,3231.59,37777.63,10.22,13.56,2252.62
Brazil,2018,1693.46,39603.65,36.26,56.8,2306.73
Japan,2013,4152.5,25199.98,48.02,23.04,61.6
India,2017,6649.61,5245.55,48.41406951834704,51.585930481652966,1884.74
Canada,2012,6373.73,19377.52,40.828757721345234,59.171242278654766,4762.12
USA,2003,3888.15,46639.05,67.50684414235816,32.49315585764184,3394.11
Germany,2016,6171.54,11865.82,14.81,36.6,4600.63
Germany,2018,8156.11,16327.85,10.44,32.91,1041.3
Canada,2008,360.22,37467.95,18.5,16.47,2481.24
Russia,2022,4561.15,36812.25,70.62,12.2,220.69
USA,2006,7609.7,45654.01,62.54159546721828,37.45840453278173,3401.41
Brazil,2000,5506.83,19711.88,17.02,76.01,3930.88
Canada,2006,6549.61,25972.64,7.63,74.21,3751.62
Germany,2006,5215.1,23635.93,48.67631214406649,51.32368785593351,479.51
Germany,2019,9919.56,46423.73,58.997722095671975,41.002277904328025,1275.26
Germany,2006,640.75,38581.86,49.69792865362486,50.30207134637514,3296.35
